fixture,degradation_kind,degradation_level,seed,width,height,laplacian_variance,sharpness_score,mean_luminance,median_luminance,luminance_std,contrast_score,shadow_clip_fraction,highlight_clip_fraction,quality_flags,opencv_version,pipeline_version
uniform_mid,underexpose,0.6,0,256,256,0.0,0.0,0.3254901960784314,0.3254901960784314,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,underexpose,0.4,0,256,256,0.0,0.0,0.21176470588235294,0.21176470588235294,0.0,0.0,0.0,0.0,BLUR_RISK|UNDEREXPOSED|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,underexpose,0.25,0,256,256,0.0,0.0,0.12156862745098039,0.12156862745098039,0.0,0.0,0.0,0.0,BLUR_RISK|UNDEREXPOSED|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,underexpose,0.15,0,256,256,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,BLUR_RISK|UNDEREXPOSED|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,overexpose,1.0,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,overexpose,1.3,0,256,256,0.0,0.0,0.6823529411764706,0.6823529411764706,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,overexpose,1.6,0,256,256,0.0,0.0,0.8235294117647058,0.8235294117647058,0.0,0.0,0.0,0.0,BLUR_RISK|OVEREXPOSED|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,overexpose,2.0,0,256,256,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BLUR_RISK|OVEREXPOSED|LOW_CONTRAST|HIGHLIGHT_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,overexpose,2.6,0,256,256,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BLUR_RISK|OVEREXPOSED|LOW_CONTRAST|HIGHLIGHT_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,overexpose,3.5,0,256,256,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BLUR_RISK|OVEREXPOSED|LOW_CONTRAST|HIGHLIGHT_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,reduce_contrast,1.0,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,reduce_contrast,0.8,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,reduce_contrast,0.6,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,reduce_contrast,0.4,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,reduce_contrast,0.25,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,reduce_contrast,0.1,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,glare,0.0,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,glare,0.3,0,256,256,0.609832763671875,0.000609832763671875,0.5669927858838848,0.5372549019607843,0.05676546117590034,0.17647058823529413,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,glare,0.5,0,256,256,0.745330810546875,0.000745330810546875,0.5868639179304534,0.5372549019607843,0.09352231141842313,0.2901960784313726,0.0,0.0,BLUR_RISK,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,glare,0.7,0,256,256,0.7680053701624274,0.0007680053701624274,0.6049539603439031,0.5372549019607843,0.12463528537807671,0.403921568627451,0.0,0.0360260009765625,BLUR_RISK,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,glare,0.9,0,256,256,0.7670288076624274,0.0007670288076624274,0.6179130404603248,0.5411764705882353,0.141543081908811,0.4627450980392157,0.0,0.0698394775390625,BLUR_RISK|HIGHLIGHT_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,occlude,0.0,0,256,256,0.0,0.0,0.5372549019607843,0.5372549019607843,0.0,0.0,0.0,0.0,BLUR_RISK|LOW_CONTRAST,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,occlude,0.1,0,256,256,164.0,0.164,0.48346874760646447,0.5372549019607843,0.1612573244359803,0.5372549019607843,0.1001129150390625,0.0,SHADOW_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,occlude,0.2,0,256,256,230.0,0.23,0.43071552351409315,0.5372549019607843,0.2142152285962244,0.5372549019607843,0.19830322265625,0.0,SHADOW_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,occlude,0.35,0,256,256,304.0,0.304,0.3503355138442096,0.5372549019607843,0.2558993940658427,0.5372549019607843,0.3479156494140625,0.0,SHADOW_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
uniform_mid,occlude,0.5,0,256,256,364.0,0.364,0.26868483599494486,0.5372549019607843,0.26862744485101125,0.5372549019607843,0.4998931884765625,0.0,SHADOW_CLIPPING,5.0.0,phase1-capture-quality-1.0.0
